ds,y
2017-06-27,86494
2017-06-28,179114
2017-06-29,90884
2017-06-30,123907
2017-07-01,68223
2017-07-02,52736
2017-07-03,69451
2017-07-04,51205
2017-07-05,88220
2017-07-06,102007
2017-07-07,92983
2017-07-08,68665
2017-07-09,66002
2017-07-10,76534
2017-07-11,97121
2017-07-12,89975
2017-07-13,100231
2017-07-14,92893
2017-07-15,67582
2017-07-16,64138
2017-07-17,90116
2017-07-18,106965
2017-07-19,154315
2017-07-20,124102
2017-07-21,109154
2017-07-22,70264
2017-07-23,62700
2017-07-24,90631
2017-07-25,132476
2017-07-26,151877
2017-07-27,93364
2017-07-28,98140
2017-07-29,69190
2017-07-30,66849
2017-07-31,85409
2017-08-01,88612
2017-08-02,89136
2017-08-03,194089
2017-08-04,90531
2017-08-05,77364
2017-08-06,85369
2017-08-07,115565
2017-08-08,91563
2017-08-09,164198
2017-08-10,109677
2017-08-11,113116
2017-08-12,72024
2017-08-13,76685
2017-08-14,107051
2017-08-15,134638
2017-08-16,134851
2017-08-17,165206
2017-08-18,142453
2017-08-19,89254
2017-08-20,66348
2017-08-21,137111
2017-08-22,90535
2017-08-23,91508
2017-08-24,96582
2017-08-25,122598
2017-08-26,159430
2017-08-27,75630
2017-08-28,89106
2017-08-29,116413
2017-08-30,93245
2017-08-31,97332
2017-09-01,114993
2017-09-02,74937
2017-09-03,66080
2017-09-04,70719
2017-09-05,87418
2017-09-06,89875
2017-09-07,94401
2017-09-08,93617
2017-09-09,68814
2017-09-10,57979
2017-09-11,88227
2017-09-12,128639
2017-09-13,89316
2017-09-14,93482
2017-09-15,101578
2017-09-16,91979
2017-09-17,61542
2017-09-18,124689
2017-09-19,94728
2017-09-20,92595
2017-09-21,78039
2017-09-22,115601
2017-09-23,80251
2017-09-24,66004
2017-09-25,138006
2017-09-26,132213
2017-09-27,88990
2017-09-28,91735
2017-09-29,101109
2017-09-30,84463
2017-10-01,74492
2017-10-02,144343
2017-10-03,115010
2017-10-04,88855
2017-10-05,107606
2017-10-06,201183
2017-10-07,123429
2017-10-08,61765
2017-10-09,83919
2017-10-10,96131
2017-10-11,90079
2017-10-12,103002
2017-10-13,97258
2017-10-14,127890
2017-10-15,73266
2017-10-16,87544
2017-10-17,89431
2017-10-18,91968
2017-10-19,90805
2017-10-20,92342
2017-10-21,105330
2017-10-22,65433
2017-10-23,86036
2017-10-24,91832
2017-10-25,89855
2017-10-26,130688
2017-10-27,223543
2017-10-28,76716
2017-10-29,75870
2017-10-30,114346
2017-10-31,90272
2017-11-01,154413
2017-11-02,113643
2017-11-03,124394
2017-11-04,119387
2017-11-05,66540
2017-11-06,83496
2017-11-07,87651
2017-11-08,87250
2017-11-09,91427
2017-11-10,88966
2017-11-11,73007
2017-11-12,64217
2017-11-13,93763
2017-11-14,166200
2017-11-15,95183
2017-11-16,93869
2017-11-17,214093
2017-11-18,75995
2017-11-19,60910
2017-11-20,87035
2017-11-21,89517
2017-11-22,87814
2017-11-23,49271
2017-11-24,75351
2017-11-25,66293
2017-11-26,62660
2017-11-27,84161
2017-11-28,87465
2017-11-29,91521
2017-11-30,92289
2017-12-01,96852
2017-12-02,80362
2017-12-03,60588
2017-12-04,212895
2017-12-05,75953
2017-12-06,117713
2017-12-07,86410
2017-12-08,96941
2017-12-09,75140
2017-12-10,59425
2017-12-11,107665
2017-12-12,87841
2017-12-13,95002
2017-12-14,98219
2017-12-15,105424
2017-12-16,95471
2017-12-17,118408
2017-12-18,89601
2017-12-19,88142
2017-12-20,103524
2017-12-21,88172
2017-12-22,83345
2017-12-23,58557
2017-12-24,60663
2017-12-25,48355
2017-12-26,65531
2017-12-27,78304
2017-12-28,139384
2017-12-29,97196
2017-12-30,59402
2017-12-31,51843
2018-01-01,41984
2018-01-02,94245
2018-01-03,82155
2018-01-04,84846
2018-01-05,86855
2018-01-06,63919
2018-01-07,53696
2018-01-08,81109
2018-01-09,87781
2018-01-10,161299
2018-01-11,121335
2018-01-12,82149
2018-01-13,63585
2018-01-14,96856
2018-01-15,114242
2018-01-16,89723
2018-01-17,80855
2018-01-18,86436
2018-01-19,89515
2018-01-20,77417
2018-01-21,56688
2018-01-22,97724
2018-01-23,62574
2018-01-24,85354
2018-01-25,162557
2018-01-26,93925
2018-01-27,76086
2018-01-28,66636
2018-01-29,84480
2018-01-30,86092
2018-01-31,97122
2018-02-01,88945
2018-02-02,92177
2018-02-03,113970
2018-02-04,56380
2018-02-05,93213
2018-02-06,84006
2018-02-07,102652
2018-02-08,100274
2018-02-09,90607
2018-02-10,75280
2018-02-11,61645
2018-02-12,82071
2018-02-13,89692
2018-02-14,96557
2018-02-15,91939
2018-02-16,89468
2018-02-17,76487
2018-02-18,57077
2018-02-19,109565
2018-02-20,109235
2018-02-21,86355
2018-02-22,98408
2018-02-23,101880
2018-02-24,129805
2018-02-25,55786
2018-02-26,82324
2018-02-27,127362
2018-02-28,88461
2018-03-01,90445
2018-03-02,101508
2018-03-03,73836
2018-03-04,77080
2018-03-05,105310
2018-03-06,103856
2018-03-07,89489
2018-03-08,92419
2018-03-09,105698
2018-03-10,76504
2018-03-11,81978
2018-03-12,85415
2018-03-13,88591
2018-03-14,88631
2018-03-15,89028
2018-03-16,91759
2018-03-17,77456
2018-03-18,61415
2018-03-19,86417
2018-03-20,177895
2018-03-21,100686
2018-03-22,92045
2018-03-23,94585
2018-03-24,72586
2018-03-25,61281
2018-03-26,141169
2018-03-27,107993
2018-03-28,99287
2018-03-29,93059
2018-03-30,94239
2018-03-31,74337
2018-04-01,58294
2018-04-02,113962
2018-04-03,157923
2018-04-04,83742
2018-04-05,98331
2018-04-06,101819
2018-04-07,76916
2018-04-08,81721
2018-04-09,110803
2018-04-10,88410
2018-04-11,100889
2018-04-12,93676
2018-04-13,169506
2018-04-14,82048
2018-04-15,68343
2018-04-16,78004
2018-04-17,90755
2018-04-18,108298
2018-04-19,93308
2018-04-20,95736
2018-04-21,77498
2018-04-22,64705
2018-04-23,87174
2018-04-24,89266
2018-04-25,89395
2018-04-26,93331
2018-04-27,96921
2018-04-28,77380
2018-04-29,63544
2018-04-30,100286
2018-05-01,88857
2018-05-02,94198
2018-05-03,93975
2018-05-04,95393
2018-05-05,81836
2018-05-06,59656
2018-05-07,85860
2018-05-08,114509
2018-05-09,130327
2018-05-10,93174
2018-05-11,111709
2018-05-12,75514
2018-05-13,58399
2018-05-14,117665
2018-05-15,99846
2018-05-16,91859
2018-05-17,92573
2018-05-18,96383
2018-05-19,73947
2018-05-20,55976
2018-05-21,95307
2018-05-22,97202
2018-05-23,96333
2018-05-24,103472
2018-05-25,106077
2018-05-26,61617
2018-05-27,57775
2018-05-28,63097
2018-05-29,122502
2018-05-30,129985
2018-05-31,144306
2018-06-01,94900
2018-06-02,124804
2018-06-03,64723
2018-06-04,87171
2018-06-05,90467
2018-06-06,112832
2018-06-07,96912
2018-06-08,121035
2018-06-09,139720
2018-06-10,54535
2018-06-11,101029
2018-06-12,89468
2018-06-13,89348
2018-06-14,91149
2018-06-15,101480
2018-06-16,106207
2018-06-17,82900
2018-06-18,139645
2018-06-19,215746
2018-06-20,95265
2018-06-21,98012
2018-06-22,93684
2018-06-23,80673
2018-06-24,74946
2018-06-25,95373
2018-06-26,120558
2018-06-27,90191
2018-06-28,98953
2018-06-29,90578
2018-06-30,68313
2018-07-01,89575
2018-07-02,81708
2018-07-03,105211
2018-07-04,61798
2018-07-05,78366
2018-07-06,79773
2018-07-07,64126
2018-07-08,61382
2018-07-09,87760
2018-07-10,91841
2018-07-11,88173
2018-07-12,118448
2018-07-13,154146
2018-07-14,80547
2018-07-15,61182
2018-07-16,83653
2018-07-17,86574
2018-07-18,89080
2018-07-19,138944
2018-07-20,156288
2018-07-21,71905
2018-07-22,63928
2018-07-23,100277
2018-07-24,87191
2018-07-25,107522
2018-07-26,100724
2018-07-27,88640
2018-07-28,66979
2018-07-29,83062
2018-07-30,88953
2018-07-31,85180
2018-08-01,112784
2018-08-02,88355
2018-08-03,113391
2018-08-04,93493
2018-08-05,65325
2018-08-06,110479
2018-08-07,103898
2018-08-08,91730
2018-08-09,111274
2018-08-10,91443
2018-08-11,74793
2018-08-12,69637
2018-08-13,83381
2018-08-14,89523
2018-08-15,86929
2018-08-16,94864
2018-08-17,94498
2018-08-18,92156
2018-08-19,66598
2018-08-20,153150
2018-08-21,87295
2018-08-22,88694
2018-08-23,91496
2018-08-24,257191
2018-08-25,120975
2018-08-26,101732
2018-08-27,95313
2018-08-28,160934
2018-08-29,110186
2018-08-30,100680
2018-08-31,113142
2018-09-01,90462
2018-09-02,74807
2018-09-03,87250
2018-09-04,221060
2018-09-05,110251
2018-09-06,100305
2018-09-07,88762
2018-09-08,67655
2018-09-09,59336
2018-09-10,84265
2018-09-11,89320
2018-09-12,100965
2018-09-13,88342
2018-09-14,90624
2018-09-15,71793
2018-09-16,59003
2018-09-17,136064
2018-09-18,156361
2018-09-19,210923
2018-09-20,231772
2018-09-21,118621
2018-09-22,74398
2018-09-23,60741
2018-09-24,87044
2018-09-25,106840
2018-09-26,88627
2018-09-27,94434
2018-09-28,92518
2018-09-29,76242
2018-09-30,68785
